datetime,open,high,low,close,volume,symbol,company_name
2025-01-31,299.60001,304.72,297.32999,297.62,1297200,CDNS,Cadence Design Systems
2025-01-30,292.23999,298.28,292.0,297.76001,1377600,CDNS,Cadence Design Systems
2025-01-29,296.82999,298.60001,288.37,289.88,1395400,CDNS,Cadence Design Systems
2025-01-28,289.45999,299.54001,285.28,299.29999,2262000,CDNS,Cadence Design Systems
2025-01-27,305.60999,309.92001,285.059998,289.87,3680700,CDNS,Cadence Design Systems
2025-01-24,324.45001,325.029999,317.56,320.48001,1392200,CDNS,Cadence Design Systems
2025-01-23,319.0,324.57001,318.0,324.51999,1442300,CDNS,Cadence Design Systems
2025-01-22,313.85999,324.60001,313.76999,321.48999,1942000,CDNS,Cadence Design Systems
2025-01-21,307.28,311.57999,304.39001,310.97,1769900,CDNS,Cadence Design Systems
2025-01-17,305.87,307.049988,302.60999,305.60001,1567400,CDNS,Cadence Design Systems
2025-01-16,303.0,304.059998,298.67999,298.89999,1430500,CDNS,Cadence Design Systems
2025-01-15,301.88,304.0,300.35001,300.72,1819900,CDNS,Cadence Design Systems
2025-01-14,293.54999,295.32999,289.0,294.19,1260800,CDNS,Cadence Design Systems
2025-01-13,298.0,298.35999,290.91,292.5,1794700,CDNS,Cadence Design Systems
2025-01-10,298.76999,302.72,297.32001,299.0,1330500,CDNS,Cadence Design Systems
2025-01-08,303.040009,306.76999,301.42001,302.73001,1117100,CDNS,Cadence Design Systems
2025-01-07,307.20999,308.89001,298.48001,301.67001,1386400,CDNS,Cadence Design Systems
2025-01-06,306.45999,315.54999,306.45999,308.14001,1513100,CDNS,Cadence Design Systems
2025-01-03,300.48999,306.23001,297.63,303.85999,1148800,CDNS,Cadence Design Systems
2025-01-02,304.84,306.049988,295.79001,297.66,1146900,CDNS,Cadence Design Systems
2024-12-31,302.39001,303.079987,299.76001,300.45999,900600,CDNS,Cadence Design Systems
2024-12-30,302.28,304.42999,298.25,301.85999,1224300,CDNS,Cadence Design Systems
2024-12-27,303.67001,306.78,300.95001,305.029999,988300,CDNS,Cadence Design Systems
2024-12-26,305.57001,310.23999,305.47,308.69,769500,CDNS,Cadence Design Systems
2024-12-24,304.60001,308.92999,303.14999,308.57999,575300,CDNS,Cadence Design Systems
2024-12-23,302.17001,304.76999,299.84,304.41,1217500,CDNS,Cadence Design Systems
2024-12-20,296.70999,306.5,295.98001,301.47,3042400,CDNS,Cadence Design Systems
2024-12-19,304.67001,306.81,299.76999,299.87,1852900,CDNS,Cadence Design Systems
2024-12-18,309.029999,313.98999,299.42999,301.23999,1715800,CDNS,Cadence Design Systems
2024-12-17,312.88,315.73001,310.35001,311.35001,1627900,CDNS,Cadence Design Systems
2024-12-16,309.54001,317.25,306.5,313.48999,1757700,CDNS,Cadence Design Systems
2024-12-13,305.78,308.17001,301.64999,306.75,1544000,CDNS,Cadence Design Systems
2024-12-12,308.42001,310.29001,306.54999,308.22,850900,CDNS,Cadence Design Systems
