datetime,open,high,low,close,volume,symbol,company_name
2025-01-31,251.020004,252.71001,249.080002,249.8,638000,LH,LabCorp
2025-01-30,246.34,258.59,246.34,251.53999,811600,LH,LabCorp
2025-01-29,247.89,250.0,246.020004,246.22,400400,LH,LabCorp
2025-01-28,249.59,250.13,245.99001,248.50999,673100,LH,LabCorp
2025-01-27,248.5,250.56,248.050003,249.67,599800,LH,LabCorp
2025-01-24,243.92,247.67999,243.2,246.0,419500,LH,LabCorp
2025-01-23,243.070007,244.66,239.63,244.32001,353500,LH,LabCorp
2025-01-22,242.55,244.59,241.0,242.45,448800,LH,LabCorp
2025-01-21,239.60001,244.87,239.039993,243.99001,622800,LH,LabCorp
2025-01-17,239.33,242.74001,236.95,238.56,702600,LH,LabCorp
2025-01-16,237.25999,239.0099945,235.25999,238.77,630700,LH,LabCorp
2025-01-15,236.33,237.95,233.59,237.3,733400,LH,LabCorp
2025-01-14,233.14999,234.72,229.16,234.5,569300,LH,LabCorp
2025-01-13,232.53,236.36,231.27,234.10001,516100,LH,LabCorp
2025-01-10,231.39999,232.91,228.8,232.0,626900,LH,LabCorp
2025-01-08,235.10001,236.029999,232.16,234.31,439200,LH,LabCorp
2025-01-07,232.50999,238.089996,231.55,235.10001,658900,LH,LabCorp
2025-01-06,229.0099945,233.23,228.45,229.92,615700,LH,LabCorp
2025-01-03,229.34,229.97,225.2,229.14999,478600,LH,LabCorp
2025-01-02,230.71001,230.8,226.84,228.19,495900,LH,LabCorp
2024-12-31,229.63,231.71001,228.67999,229.32001,437300,LH,LabCorp
2024-12-30,229.5,230.21001,226.98,228.85001,266900,LH,LabCorp
2024-12-27,229.81,232.41,229.050003,230.42999,339800,LH,LabCorp
2024-12-26,229.029999,231.69,229.0099945,231.059998,430800,LH,LabCorp
2024-12-24,227.14999,230.11,225.71001,229.49001,144100,LH,LabCorp
2024-12-23,227.95,228.59,225.25,227.84,510600,LH,LabCorp
2024-12-22,227.95,228.59,225.25,227.84,510608,LH,LabCorp
2024-12-20,227.85001,229.77,226.56,228.61,996900,LH,LabCorp
2024-12-19,225.67999,228.47,225.14999,226.97,581600,LH,LabCorp
2024-12-18,230.87,231.92999,226.23,226.31,466100,LH,LabCorp
2024-12-17,228.57001,232.73,228.57001,230.95,464400,LH,LabCorp
2024-12-16,228.57001,232.73241,228.57001,230.95,464477,LH,LabCorp
2024-12-13,231.35001,233.10001,229.99001,232.0099945,318500,LH,LabCorp
2024-12-12,229.28999,233.5,229.28999,231.84,442900,LH,LabCorp
2024-12-11,234.91,234.91,228.84,229.53,581700,LH,LabCorp
2024-12-10,239.27,239.55,232.64999,234.53999,657300,LH,LabCorp
2024-12-09,233.66,236.60001,232.35001,236.0,594200,LH,LabCorp
2024-12-06,235.5,235.64999,232.38,232.57001,392200,LH,LabCorp
2024-12-05,236.61,237.62,234.050003,234.89999,465900,LH,LabCorp
2024-12-04,241.070007,241.070007,236.64,237.39,378800,LH,LabCorp
2024-12-03,240.63,241.95,238.75999,240.57001,482500,LH,LabCorp
2024-12-02,240.21001,241.080002,237.59,240.63,423500,LH,LabCorp
2024-11-29,242.0,242.61,240.78,241.16,293500,LH,LabCorp
2024-11-27,239.53,242.46001,238.75999,242.14999,444100,LH,LabCorp
2024-11-26,239.71001,240.60001,237.42,238.73,604600,LH,LabCorp
2024-11-25,239.72,242.53,238.070007,241.28999,982000,LH,LabCorp
2024-11-22,240.22,240.97,238.82001,239.67,436400,LH,LabCorp
2024-11-21,237.66,240.8,235.0,240.17,302700,LH,LabCorp
2024-11-20,236.58,238.67999,235.11,237.85001,486700,LH,LabCorp
2024-11-19,232.23,237.84,231.19,236.23,584300,LH,LabCorp
2024-11-18,235.0,241.21001,235.0,238.64,632100,LH,LabCorp
2024-11-15,237.92999,239.25999,232.38,235.21001,2051400,LH,LabCorp
2024-11-14,245.62,246.34,237.92,238.17999,898900,LH,LabCorp
2024-11-13,244.17,247.17999,244.17,246.22,624400,LH,LabCorp
2024-11-12,242.99001,246.96001,242.99001,244.25999,737900,LH,LabCorp
2024-11-11,243.47,247.99001,242.91,243.92,752700,LH,LabCorp
2024-11-08,239.78,243.78,237.96001,242.39,854700,LH,LabCorp
2024-11-07,235.0,240.39,233.75,239.050003,718200,LH,LabCorp
2024-11-06,230.020004,234.63,228.17999,234.38,566900,LH,LabCorp
2024-11-05,226.029999,229.85001,224.64,229.11,395200,LH,LabCorp
2024-11-04,227.42,229.62,225.62,227.17,401200,LH,LabCorp
2024-11-01,229.5,231.50999,227.080002,227.10001,641400,LH,LabCorp
2024-10-31,230.039993,231.7,227.69,228.27,566900,LH,LabCorp
2024-10-30,229.67999,231.92,228.16,230.56,652100,LH,LabCorp
2024-10-29,225.72,230.48,225.66,228.089996,645400,LH,LabCorp
2024-10-28,230.25,230.41,225.37,227.38,720500,LH,LabCorp
2024-10-25,229.28,231.59,227.25,228.63,819200,LH,LabCorp
2024-10-24,225.55,239.5,222.75,230.070007,1610800,LH,LabCorp
2024-10-23,220.67,226.44,219.16,219.89999,1388500,LH,LabCorp
2024-10-22,213.81,222.77,212.45,220.50999,878000,LH,LabCorp
2024-10-21,215.75999,216.75999,212.97,214.13,710400,LH,LabCorp
2024-10-18,215.89,216.38,213.37,215.77,354100,LH,LabCorp
2024-10-17,217.34,217.34,214.0,215.13,345200,LH,LabCorp
2024-10-16,216.0,218.64999,215.31,216.69,345700,LH,LabCorp
2024-10-15,216.83,220.2,215.97,216.67999,595500,LH,LabCorp
2024-10-14,216.73,217.74001,215.69,216.85001,351900,LH,LabCorp
2024-10-11,215.48,217.47,215.44,216.39,435100,LH,LabCorp
2024-10-10,215.5,215.99001,213.7,214.89999,474600,LH,LabCorp
2024-10-09,213.35001,215.99001,212.8,215.58,401300,LH,LabCorp
