datetime,open,high,low,close,volume,symbol,company_name
2025-01-31,62.6,63.76,61.62,62.42,4076100,APTV,Aptiv
2025-01-30,63.29,64.050003,62.56,62.91,3086800,APTV,Aptiv
2025-01-29,62.71,63.09,62.28,62.68,2194200,APTV,Aptiv
2025-01-28,63.7,64.32,62.34,62.8,3486700,APTV,Aptiv
2025-01-27,64.11,64.31,63.14,64.17,3603600,APTV,Aptiv
2025-01-24,64.13,64.3,62.95,63.43,3022500,APTV,Aptiv
2025-01-23,63.099998,64.65,62.95,63.92,3456300,APTV,Aptiv
2025-01-22,65.13,65.56,62.72,62.73,5607800,APTV,Aptiv
2025-01-21,61.16,61.97,60.68,61.79,2347400,APTV,Aptiv
2025-01-17,61.9,62.09,61.0099983,61.16,2919600,APTV,Aptiv
2025-01-16,61.11,61.79,60.65,61.33,2854000,APTV,Aptiv
2025-01-15,62.95,63.060001,60.26,60.89,3864700,APTV,Aptiv
2025-01-14,61.32,61.51,60.66,61.47,2191900,APTV,Aptiv
2025-01-13,59.37,60.84,59.2,60.61,3621500,APTV,Aptiv
2025-01-10,60.0,60.41,58.89,59.35,3587400,APTV,Aptiv
2025-01-08,61.0,61.33,60.29,60.8,3171400,APTV,Aptiv
2025-01-07,62.27,62.66,61.46,61.82,2687000,APTV,Aptiv
2025-01-06,61.76,62.44,60.99,61.38,2958500,APTV,Aptiv
2025-01-03,60.21,60.63,59.19,60.53,2805700,APTV,Aptiv
2025-01-02,60.67,61.27,60.12,60.3,2928600,APTV,Aptiv
2024-12-31,60.32,61.16,60.040001,60.48,2289300,APTV,Aptiv
2024-12-30,59.78,60.75,59.31,60.11,3186600,APTV,Aptiv
2024-12-27,59.23,60.81,59.14,60.34,1961600,APTV,Aptiv
2024-12-26,59.26,60.65,59.26,60.07,2996900,APTV,Aptiv
2024-12-24,59.47,59.98,59.0,59.95,1379300,APTV,Aptiv
2024-12-23,58.48,59.59,58.099998,59.47,3102400,APTV,Aptiv
2024-12-20,57.12,59.49,56.76,58.86,15716000,APTV,Aptiv
2024-12-19,57.07,57.72,55.75,57.0099983,5168100,APTV,Aptiv
2024-12-18,59.060001,59.57,56.6,56.65,3996000,APTV,Aptiv
2024-12-17,57.6,58.49,57.44,57.86,4385800,APTV,Aptiv
